,no,gender,age,height,weight,ta,hr,thermal sensation,bmi,griffith
1054,16,1,25,186.0,90.0,25.7,59.84,0.0,26.01,0.84
1055,16,1,25,186.0,90.0,24.4,57.83,-1.5,26.01,0.84
1056,16,1,25,186.0,90.0,25.7,58.36,0.5,26.01,0.84
1057,16,1,25,186.0,90.0,24.4,56.75,-1.0,26.01,0.84
1058,16,1,25,186.0,90.0,23.9,56.41,-0.5,26.01,0.84
1059,16,1,25,186.0,90.0,23.8,57.01,-1.5,26.01,0.84
1060,16,1,25,186.0,90.0,25.6,59.38,0.0,26.01,0.84
1061,16,1,25,186.0,90.0,26.4,64.44,0.0,26.01,0.84
1062,16,1,25,186.0,90.0,25.6,59.34,0.5,26.01,0.84
1063,16,1,25,186.0,90.0,26.0,63.9,0.0,26.01,0.84
1064,16,1,25,186.0,90.0,24.0,58.04,0.0,26.01,0.84
1065,31,1,24,172.0,78.0,25.6,47.26,0.0,26.37,1.45
1066,31,1,24,172.0,78.0,24.7,57.17,0.0,26.37,1.45
1067,31,1,24,172.0,78.0,25.4,59.95,0.0,26.37,1.45
1068,31,1,24,172.0,78.0,24.9,56.4,0.0,26.37,1.45
1069,31,1,24,172.0,78.0,25.1,68.27,0.0,26.37,1.45
1070,31,1,24,172.0,78.0,26.2,46.97,0.0,26.37,1.45
1071,31,1,24,172.0,78.0,24.7,68.03,0.0,26.37,1.45
1072,31,1,24,172.0,78.0,25.7,62.27,1.0,26.37,1.45
1073,31,1,24,172.0,78.0,24.0,57.9,0.0,26.37,1.45
1074,31,1,24,172.0,78.0,24.4,56.88,0.0,26.37,1.45
1075,31,1,24,172.0,78.0,25.0,58.97,0.5,26.37,1.45
1076,31,1,24,172.0,78.0,23.9,57.1,0.0,26.37,1.45
1077,26,0,26,167.0,52.0,24.0,57.15,-0.5,18.65,1.7
1078,26,0,26,167.0,52.0,24.0,57.63,0.0,18.65,1.7
1079,26,0,26,167.0,52.0,25.0,54.98,0.0,18.65,1.7
1080,26,0,26,167.0,52.0,25.0,55.04,0.0,18.65,1.7
1081,26,0,26,167.0,52.0,25.4,59.56,0.0,18.65,1.7
1082,26,0,26,167.0,52.0,24.9,58.77,-0.5,18.65,1.7
1083,26,0,26,167.0,52.0,25.0,55.23,-1.0,18.65,1.7
1084,26,0,26,167.0,52.0,26.1,59.91,0.0,18.65,1.7
1085,26,0,26,167.0,52.0,26.4,62.3,0.0,18.65,1.7
1086,26,0,26,167.0,52.0,25.4,59.47,0.0,18.65,1.7
1087,26,0,26,167.0,52.0,24.3,59.22,-0.5,18.65,1.7
1088,26,0,26,167.0,52.0,23.0,56.65,-0.5,18.65,1.7
1089,26,0,26,167.0,52.0,22.7,57.72,-1.0,18.65,1.7
1090,26,0,26,167.0,52.0,25.2,57.46,0.0,18.65,1.7
1091,26,0,26,167.0,52.0,25.2,57.46,0.5,18.65,1.7
1092,26,0,26,167.0,52.0,25.6,61.12,0.5,18.65,1.7
1093,26,0,26,167.0,52.0,24.1,56.88,0.0,18.65,1.7
1094,26,0,26,167.0,52.0,24.0,55.2,-1.0,18.65,1.7
1095,26,0,26,167.0,52.0,24.0,59.87,0.0,18.65,1.7
1096,26,0,26,167.0,52.0,24.0,59.32,0.0,18.65,1.7
1097,26,0,26,167.0,52.0,23.8,57.74,0.0,18.65,1.7
1098,26,0,26,167.0,52.0,23.9,56.75,-1.0,18.65,1.7
1099,26,0,26,167.0,52.0,24.0,56.98,-1.0,18.65,1.7
1100,32,1,24,179.0,60.0,25.6,57.91,0.0,18.73,0.39
1101,32,1,24,179.0,60.0,25.2,51.41,-1.0,18.73,0.39
1102,32,1,24,179.0,60.0,26.4,55.41,-0.5,18.73,0.39
1103,32,1,24,179.0,60.0,25.4,61.32,-0.5,18.73,0.39
1104,32,1,24,179.0,60.0,25.2,52.79,-1.0,18.73,0.39
1105,32,1,24,179.0,60.0,25.6,61.36,-1.0,18.73,0.39
1106,32,1,24,179.0,60.0,26.0,74.08,-0.5,18.73,0.39
1107,20,1,25,185.0,87.0,25.6,61.52,0.5,25.42,0.94
1108,20,1,25,185.0,87.0,25.6,62.58,1.0,25.42,0.94
1109,20,1,25,185.0,87.0,25.8,63.99,1.0,25.42,0.94
1110,20,1,25,185.0,87.0,26.1,59.82,1.5,25.42,0.94
1111,20,1,25,185.0,87.0,26.5,60.85,2.0,25.42,0.94
1112,20,1,25,185.0,87.0,25.4,62.14,0.5,25.42,0.94
1113,20,1,25,185.0,87.0,23.9,54.91,0.5,25.42,0.94
1114,20,1,25,185.0,87.0,24.5,50.97,0.0,25.42,0.94
1115,20,1,25,185.0,87.0,24.4,51.94,0.0,25.42,0.94
1116,20,1,25,185.0,87.0,25.2,52.92,0.0,25.42,0.94
1117,20,1,25,185.0,87.0,25.4,53.48,0.0,25.42,0.94
1118,20,1,25,185.0,87.0,23.9,52.27,-0.5,25.42,0.94
1119,20,1,25,185.0,87.0,24.8,53.53,0.0,25.42,0.94
1120,20,1,25,185.0,87.0,26.3,59.1,0.0,25.42,0.94
1121,20,1,25,185.0,87.0,26.3,57.14,0.5,25.42,0.94
1122,20,1,25,185.0,87.0,26.1,57.06,1.0,25.42,0.94
1123,20,1,25,185.0,87.0,24.4,56.36,0.5,25.42,0.94
1124,20,1,25,185.0,87.0,24.3,57.42,0.0,25.42,0.94
1125,20,1,25,185.0,87.0,25.0,53.81,1.0,25.42,0.94
1126,20,1,25,185.0,87.0,24.5,55.91,0.5,25.42,0.94
1127,20,1,25,185.0,87.0,25.0,52.41,0.0,25.42,0.94
1128,20,1,25,185.0,87.0,25.0,51.76,0.5,25.42,0.94
1129,20,1,25,185.0,87.0,25.5,51.94,1.0,25.42,0.94
1130,20,1,25,185.0,87.0,25.5,51.18,0.5,25.42,0.94
1131,20,1,25,185.0,87.0,24.4,56.47,1.0,25.42,0.94
1132,20,1,25,185.0,87.0,22.7,56.39,0.0,25.42,0.94
1133,20,1,25,185.0,87.0,23.5,62.37,0.0,25.42,0.94
1134,20,1,25,185.0,87.0,23.9,57.17,0.0,25.42,0.94
1135,20,1,25,185.0,87.0,26.0,59.47,0.5,25.42,0.94
1136,20,1,25,185.0,87.0,26.6,58.12,1.0,25.42,0.94
1137,20,1,25,185.0,87.0,26.0,48.26,1.0,25.42,0.94
1138,20,1,25,185.0,87.0,26.9,53.97,2.0,25.42,0.94
1139,20,1,25,185.0,87.0,25.6,52.43,1.0,25.42,0.94
1140,20,1,25,185.0,87.0,26.6,58.92,1.5,25.42,0.94
1141,20,1,25,185.0,87.0,25.5,48.21,0.0,25.42,0.94
1142,20,1,25,185.0,87.0,24.8,48.51,1.0,25.42,0.94
1143,20,1,25,185.0,87.0,24.7,49.38,1.0,25.42,0.94
1144,20,1,25,185.0,87.0,25.3,50.32,0.0,25.42,0.94
1145,20,1,25,185.0,87.0,25.7,52.44,0.0,25.42,0.94
1146,20,1,25,185.0,87.0,25.8,53.27,0.5,25.42,0.94
1147,20,1,25,185.0,87.0,24.1,55.49,0.5,25.42,0.94
1148,20,1,25,185.0,87.0,25.0,58.01,1.0,25.42,0.94
1149,28,1,29,180.0,65.0,24.6,53.06,0.0,20.06,1.6
1150,28,1,29,180.0,65.0,25.8,59.2,1.0,20.06,1.6
1151,28,1,29,180.0,65.0,24.9,58.77,-0.5,20.06,1.6
1152,28,1,29,180.0,65.0,25.0,54.95,0.0,20.06,1.6
1153,28,1,29,180.0,65.0,26.2,64.42,0.0,20.06,1.6
1154,28,1,29,180.0,65.0,26.8,60.83,0.0,20.06,1.6
1155,28,1,29,180.0,65.0,24.3,59.22,0.0,20.06,1.6
1156,28,1,29,180.0,65.0,25.4,59.56,0.0,20.06,1.6
1157,28,1,29,180.0,65.0,25.8,60.63,0.0,20.06,1.6
1158,28,1,29,180.0,65.0,24.3,54.7,0.0,20.06,1.6
1159,28,1,29,180.0,65.0,24.5,57.84,0.0,20.06,1.6
1160,28,1,29,180.0,65.0,25.0,55.0,0.0,20.06,1.6
1161,28,1,29,180.0,65.0,25.0,56.65,0.0,20.06,1.6
1162,28,1,29,180.0,65.0,23.2,57.41,-0.5,20.06,1.6
1163,28,1,29,180.0,65.0,23.7,57.41,0.0,20.06,1.6
1164,28,1,29,180.0,65.0,23.5,56.85,-1.0,20.06,1.6
1165,28,1,29,180.0,65.0,25.5,55.84,0.0,20.06,1.6
1166,28,1,29,180.0,65.0,24.0,59.07,0.0,20.06,1.6
1167,28,1,29,180.0,65.0,25.2,55.82,-0.5,20.06,1.6
1168,28,1,29,180.0,65.0,23.8,57.78,0.0,20.06,1.6
1169,29,1,28,183.0,90.0,25.9,60.72,0.5,26.87,1.39
1170,29,1,28,183.0,90.0,25.9,59.12,0.5,26.87,1.39
1171,29,1,28,183.0,90.0,25.0,57.54,0.5,26.87,1.39
1172,29,1,28,183.0,90.0,25.1,58.63,0.5,26.87,1.39
1173,29,1,28,183.0,90.0,24.4,55.38,0.0,26.87,1.39
1174,29,1,28,183.0,90.0,26.0,46.68,1.0,26.87,1.39
1175,29,1,28,183.0,90.0,25.4,49.2,1.0,26.87,1.39
1176,29,1,28,183.0,90.0,25.3,50.57,0.0,26.87,1.39
1177,29,1,28,183.0,90.0,25.6,52.81,0.5,26.87,1.39
1178,29,1,28,183.0,90.0,23.9,56.23,0.0,26.87,1.39
1179,29,1,28,183.0,90.0,27.0,52.28,1.0,26.87,1.39
1180,29,1,28,183.0,90.0,27.5,53.07,1.0,26.87,1.39
1181,29,1,28,183.0,90.0,27.2,58.39,0.5,26.87,1.39
1182,29,1,28,183.0,90.0,26.5,61.13,1.5,26.87,1.39
1183,29,1,28,183.0,90.0,24.4,54.2,0.0,26.87,1.39
1184,29,1,28,183.0,90.0,24.8,58.82,0.0,26.87,1.39
1185,29,1,28,183.0,90.0,25.2,61.15,1.0,26.87,1.39
1186,29,1,28,183.0,90.0,25.8,63.82,0.5,26.87,1.39
1187,29,1,28,183.0,90.0,24.2,55.82,0.0,26.87,1.39
1188,30,0,28,165.0,55.0,23.6,65.97,-1.0,20.2,0.64
1189,30,0,28,165.0,55.0,25.2,53.96,-1.5,20.2,0.64
1190,30,0,28,165.0,55.0,25.5,54.11,-0.5,20.2,0.64
1191,30,0,28,165.0,55.0,27.2,61.9,1.0,20.2,0.64
1192,30,0,28,165.0,55.0,25.5,61.97,0.0,20.2,0.64
1193,30,0,28,165.0,55.0,25.6,62.14,0.0,20.2,0.64
1194,30,0,28,165.0,55.0,25.6,62.14,-1.0,20.2,0.64
1195,30,0,28,165.0,55.0,25.1,53.65,-1.0,20.2,0.64
1196,30,0,28,165.0,55.0,25.8,60.71,0.5,20.2,0.64
1197,30,0,28,165.0,55.0,24.6,55.85,-1.0,20.2,0.64
1198,30,0,28,165.0,55.0,24.0,54.63,-0.5,20.2,0.64
1199,30,0,28,165.0,55.0,25.5,54.51,-0.5,20.2,0.64
1200,30,0,28,165.0,55.0,25.2,53.71,-0.5,20.2,0.64
1201,30,0,28,165.0,55.0,25.0,53.71,-0.5,20.2,0.64
1202,30,0,28,165.0,55.0,25.4,63.43,-1.0,20.2,0.64
1203,30,0,28,165.0,55.0,25.6,61.86,0.0,20.2,0.64
1204,30,0,28,165.0,55.0,23.7,53.98,-1.5,20.2,0.64
1205,30,0,28,165.0,55.0,25.5,61.84,0.0,20.2,0.64
1206,30,0,28,165.0,55.0,27.2,46.26,0.5,20.2,0.64
1207,30,0,28,165.0,55.0,25.4,53.59,0.5,20.2,0.64
1208,30,0,28,165.0,55.0,25.1,53.41,-0.5,20.2,0.64
1209,30,0,28,165.0,55.0,24.4,58.77,-1.0,20.2,0.64
1210,30,0,28,165.0,55.0,25.6,61.91,0.0,20.2,0.64
1211,30,0,28,165.0,55.0,24.8,62.91,-0.5,20.2,0.64
1212,30,0,28,165.0,55.0,25.2,58.52,0.5,20.2,0.64
1213,30,0,28,165.0,55.0,25.4,68.98,0.0,20.2,0.64
1214,30,0,28,165.0,55.0,24.3,55.13,-0.5,20.2,0.64
1215,30,0,28,165.0,55.0,25.4,60.51,0.0,20.2,0.64
1216,30,0,28,165.0,55.0,24.7,56.7,-0.5,20.2,0.64
1217,30,0,28,165.0,55.0,24.4,56.56,-0.5,20.2,0.64
1218,30,0,28,165.0,55.0,24.5,54.32,-0.5,20.2,0.64
1219,24,1,23,174.0,65.0,27.1,58.46,0.5,21.47,1.16
1220,24,1,23,174.0,65.0,27.0,59.31,0.0,21.47,1.16
1221,24,1,23,174.0,65.0,25.3,54.66,0.5,21.47,1.16
1222,24,1,23,174.0,65.0,25.9,54.49,0.0,21.47,1.16
1223,24,1,23,174.0,65.0,26.8,52.18,0.0,21.47,1.16
1224,24,1,23,174.0,65.0,24.6,59.3,-0.5,21.47,1.16
1225,24,1,23,174.0,65.0,24.2,58.22,-0.5,21.47,1.16
1226,24,1,23,174.0,65.0,25.5,62.09,0.0,21.47,1.16
1227,24,1,23,174.0,65.0,24.5,65.38,0.0,21.47,1.16
1228,24,1,23,174.0,65.0,26.3,62.18,0.0,21.47,1.16
1229,24,1,23,174.0,65.0,26.7,63.13,0.0,21.47,1.16
1230,24,1,23,174.0,65.0,24.6,53.26,0.5,21.47,1.16
1231,24,1,23,174.0,65.0,24.2,60.13,0.0,21.47,1.16
1232,24,1,23,174.0,65.0,24.0,58.63,-0.5,21.47,1.16
1233,24,1,23,174.0,65.0,25.1,58.52,0.5,21.47,1.16
1234,24,1,23,174.0,65.0,25.9,58.14,0.0,21.47,1.16
1235,24,1,23,174.0,65.0,26.1,58.12,0.0,21.47,1.16
1236,24,1,23,174.0,65.0,23.5,54.37,-0.5,21.47,1.16
1237,24,1,23,174.0,65.0,26.0,54.68,0.0,21.47,1.16
1238,24,1,23,174.0,65.0,26.4,54.32,1.0,21.47,1.16
1239,24,1,23,174.0,65.0,25.1,53.44,0.5,21.47,1.16
1240,24,1,23,174.0,65.0,27.2,56.07,0.5,21.47,1.16
1241,24,1,23,174.0,65.0,23.7,53.57,-0.5,21.47,1.16
1242,24,1,23,174.0,65.0,26.2,61.67,0.0,21.47,1.16
1243,24,1,23,174.0,65.0,24.8,56.48,0.0,21.47,1.16
1244,24,1,23,174.0,65.0,24.8,56.51,0.0,21.47,1.16
1245,24,1,23,174.0,65.0,24.8,56.51,0.0,21.47,1.16
1246,24,1,23,174.0,65.0,24.8,56.51,0.0,21.47,1.16
1247,24,1,23,174.0,65.0,24.8,58.99,0.0,21.47,1.16
1248,24,1,23,174.0,65.0,25.5,60.07,1.0,21.47,1.16
1249,24,1,23,174.0,65.0,27.2,59.2,0.0,21.47,1.16
1250,24,1,23,174.0,65.0,27.2,59.2,-0.5,21.47,1.16
1251,24,1,23,174.0,65.0,27.2,59.2,0.0,21.47,1.16
1252,24,1,23,174.0,65.0,24.7,56.88,0.0,21.47,1.16
1253,24,1,23,174.0,65.0,24.8,60.82,0.0,21.47,1.16
1254,24,1,23,174.0,65.0,23.5,57.05,-0.5,21.47,1.16
1255,24,1,23,174.0,65.0,23.5,66.25,0.0,21.47,1.16
1256,24,1,23,174.0,65.0,23.5,66.25,0.0,21.47,1.16
1257,24,1,23,174.0,65.0,25.9,55.79,0.0,21.47,1.16
1258,24,1,23,174.0,65.0,24.1,59.29,-0.5,21.47,1.16
1259,24,1,23,174.0,65.0,25.4,49.27,0.5,21.47,1.16
1260,24,1,23,174.0,65.0,26.5,61.98,0.0,21.47,1.16
1261,24,1,23,174.0,65.0,27.1,57.13,0.5,21.47,1.16
1262,24,1,23,174.0,65.0,26.0,63.82,0.0,21.47,1.16
1263,31,0,23,160.0,50.0,24.6,62.54,0.0,19.53,0.51
1264,31,0,23,160.0,50.0,24.0,60.99,0.0,19.53,0.51
1265,31,0,23,160.0,50.0,24.6,58.1,-1.0,19.53,0.51
1266,31,0,23,160.0,50.0,24.0,59.18,0.0,19.53,0.51
1267,31,0,23,160.0,50.0,26.2,64.84,1.0,19.53,0.51
1268,31,0,23,160.0,50.0,26.3,57.65,0.0,19.53,0.51
1269,31,0,23,160.0,50.0,24.3,57.15,0.0,19.53,0.51
1270,31,0,23,160.0,50.0,25.0,62.99,1.0,19.53,0.51
1271,31,0,23,160.0,50.0,26.6,53.22,1.0,19.53,0.51
1272,31,0,23,160.0,50.0,25.4,57.81,1.0,19.53,0.51
1273,31,0,23,160.0,50.0,24.4,55.57,-1.0,19.53,0.51
1274,31,0,23,160.0,50.0,25.2,59.38,0.5,19.53,0.51
1275,31,0,23,160.0,50.0,26.1,63.51,1.0,19.53,0.51
1276,31,0,23,160.0,50.0,25.8,52.99,1.0,19.53,0.51
1277,31,0,23,160.0,50.0,26.5,56.35,-0.5,19.53,0.51
1278,31,0,23,160.0,50.0,26.2,50.77,0.5,19.53,0.51
1279,31,0,23,160.0,50.0,25.5,50.3,-1.0,19.53,0.51
1280,31,0,23,160.0,50.0,26.4,62.11,0.0,19.53,0.51
1281,31,0,23,160.0,50.0,25.5,57.53,1.0,19.53,0.51
1282,31,0,23,160.0,50.0,24.6,52.93,0.0,19.53,0.51
1283,31,0,23,160.0,50.0,25.9,65.06,0.0,19.53,0.51
1284,31,0,23,160.0,50.0,24.4,56.72,-1.0,19.53,0.51
1285,31,0,23,160.0,50.0,25.0,59.22,0.0,19.53,0.51
1286,31,0,23,160.0,50.0,24.2,54.67,-1.0,19.53,0.51
1287,31,0,23,160.0,50.0,25.0,56.66,-0.5,19.53,0.51
1288,31,0,23,160.0,50.0,25.9,49.45,0.0,19.53,0.51
1289,31,0,23,160.0,50.0,25.5,54.16,1.0,19.53,0.51
1290,31,0,23,160.0,50.0,26.6,58.12,0.0,19.53,0.51
1291,31,0,23,160.0,50.0,26.9,56.82,-3.0,19.53,0.51
1292,31,0,23,160.0,50.0,26.1,54.33,0.0,19.53,0.51
1293,31,0,23,160.0,50.0,24.9,61.15,-0.5,19.53,0.51
1294,31,0,23,160.0,50.0,25.2,58.78,0.0,19.53,0.51
1295,31,0,23,160.0,50.0,22.3,57.35,-1.0,19.53,0.51
1296,31,0,23,160.0,50.0,22.7,56.39,-1.5,19.53,0.51
1297,31,0,23,160.0,50.0,25.4,63.15,0.0,19.53,0.51
1298,31,0,23,160.0,50.0,25.0,54.21,-1.0,19.53,0.51
1299,31,0,23,160.0,50.0,25.1,53.57,0.0,19.53,0.51
1300,31,0,23,160.0,50.0,23.7,54.11,0.0,19.53,0.51
1301,31,0,23,160.0,50.0,23.9,55.85,0.0,19.53,0.51
1302,31,0,23,160.0,50.0,26.1,59.82,0.0,19.53,0.51
1303,31,0,23,160.0,50.0,23.9,57.08,0.0,19.53,0.51
1304,31,0,23,160.0,50.0,23.9,54.42,-0.5,19.53,0.51
1305,31,0,23,160.0,50.0,25.1,56.82,0.5,19.53,0.51
1306,26,0,23,164.0,47.0,26.5,65.3,2.5,17.47,0.52
1307,26,0,23,164.0,47.0,25.5,48.96,-1.0,17.47,0.52
1308,26,0,23,164.0,47.0,25.9,65.7,0.5,17.47,0.52
1309,26,0,23,164.0,47.0,24.1,51.15,2.0,17.47,0.52
1310,26,0,23,164.0,47.0,24.9,51.08,0.0,17.47,0.52
1311,26,0,23,164.0,47.0,25.5,60.89,1.0,17.47,0.52
1312,26,0,23,164.0,47.0,24.3,55.88,-0.5,17.47,0.52
1313,26,0,23,164.0,47.0,26.1,60.81,1.0,17.47,0.52
1314,26,0,23,164.0,47.0,25.6,58.96,0.5,17.47,0.52
1315,26,0,23,164.0,47.0,24.2,54.31,-0.5,17.47,0.52
1316,26,0,23,164.0,47.0,24.4,55.3,-0.5,17.47,0.52
1317,26,0,23,164.0,47.0,25.0,59.33,0.5,17.47,0.52
1318,26,0,23,164.0,47.0,24.1,57.44,-0.5,17.47,0.52
1319,26,0,23,164.0,47.0,24.9,61.71,0.5,17.47,0.52
1320,26,0,23,164.0,47.0,25.0,56.03,0.5,17.47,0.52
1321,26,0,23,164.0,47.0,26.0,47.94,0.5,17.47,0.52
1322,26,0,23,164.0,47.0,26.0,49.34,0.5,17.47,0.52
1323,26,0,23,164.0,47.0,26.1,59.16,0.0,17.47,0.52
1324,26,0,23,164.0,47.0,26.7,59.09,1.0,17.47,0.52
1325,26,0,23,164.0,47.0,26.0,52.28,2.0,17.47,0.52
1326,26,0,23,164.0,47.0,23.9,52.28,-2.0,17.47,0.52
1327,26,0,23,164.0,47.0,24.2,51.89,-1.0,17.47,0.52
1328,26,0,23,164.0,47.0,26.3,57.14,0.0,17.47,0.52
1329,26,0,23,164.0,47.0,24.3,57.33,-0.5,17.47,0.52
1330,26,0,23,164.0,47.0,25.7,60.81,0.5,17.47,0.52
1331,26,0,23,164.0,47.0,24.0,59.18,-1.0,17.47,0.52
1332,26,0,23,164.0,47.0,24.4,59.41,0.5,17.47,0.52
1333,26,0,23,164.0,47.0,26.9,65.35,0.5,17.47,0.52
1334,26,0,23,164.0,47.0,25.1,49.78,-1.0,17.47,0.52
1335,26,0,23,164.0,47.0,24.0,57.53,-1.5,17.47,0.52
1336,26,0,23,164.0,47.0,24.9,57.97,-0.5,17.47,0.52
1337,26,0,23,164.0,47.0,24.0,55.25,-1.0,17.47,0.52
1338,26,0,23,164.0,47.0,24.1,55.43,-0.5,17.47,0.52
1339,26,0,23,164.0,47.0,23.8,54.15,-1.0,17.47,0.52
1340,26,0,23,164.0,47.0,24.5,55.13,2.0,17.47,0.52
1341,26,0,23,164.0,47.0,26.3,57.09,3.0,17.47,0.52
1342,26,0,23,164.0,47.0,26.1,57.06,0.0,17.47,0.52
1343,26,0,23,164.0,47.0,25.6,63.19,1.5,17.47,0.52
1344,26,0,23,164.0,47.0,25.0,54.21,0.5,17.47,0.52
1345,32,1,22,174.0,66.0,24.5,51.22,0.0,21.8,0.73
1346,32,1,22,174.0,66.0,24.6,51.44,0.0,21.8,0.73
1347,32,1,22,174.0,66.0,25.8,52.99,0.0,21.8,0.73
1348,32,1,22,174.0,66.0,25.7,57.94,0.0,21.8,0.73
1349,32,1,22,174.0,66.0,24.3,56.07,0.0,21.8,0.73
1350,32,1,22,174.0,66.0,25.2,57.13,0.0,21.8,0.73
1351,32,1,22,174.0,66.0,24.0,56.65,0.0,21.8,0.73
1352,32,1,22,174.0,66.0,25.0,56.03,0.0,21.8,0.73
1353,32,1,22,174.0,66.0,24.7,63.23,0.0,21.8,0.73
1354,32,1,22,174.0,66.0,26.3,60.47,0.0,21.8,0.73
1355,32,1,22,174.0,66.0,25.5,51.18,0.5,21.8,0.73
1356,32,1,22,174.0,66.0,24.7,57.46,0.0,21.8,0.73
1357,32,1,22,174.0,66.0,24.0,52.22,0.0,21.8,0.73
1358,32,1,22,174.0,66.0,24.9,61.27,0.0,21.8,0.73
1359,32,1,22,174.0,66.0,24.9,54.28,0.0,21.8,0.73
1360,32,1,22,174.0,66.0,24.4,61.92,0.5,21.8,0.73
1361,32,1,22,174.0,66.0,24.0,60.13,0.0,21.8,0.73
1362,32,1,22,174.0,66.0,26.2,57.33,0.0,21.8,0.73
1363,32,1,22,174.0,66.0,24.8,56.31,0.5,21.8,0.73
1364,32,1,22,174.0,66.0,26.5,57.96,0.0,21.8,0.73
1365,32,1,22,174.0,66.0,26.3,57.44,0.0,21.8,0.73
1366,32,1,22,174.0,66.0,24.3,57.88,0.0,21.8,0.73
1367,32,1,22,174.0,66.0,26.5,57.68,0.0,21.8,0.73
1368,32,1,22,174.0,66.0,26.1,57.06,1.0,21.8,0.73
1369,32,1,22,174.0,66.0,24.2,55.34,0.0,21.8,0.73
1370,32,1,22,174.0,66.0,23.0,56.12,-0.5,21.8,0.73
1371,32,1,22,174.0,66.0,25.4,63.14,0.5,21.8,0.73
1372,32,1,22,174.0,66.0,26.0,50.13,1.0,21.8,0.73
1373,28,0,26,161.0,54.0,27.0,59.65,0.5,20.83,0.73
1374,28,0,26,161.0,54.0,26.9,59.62,0.5,20.83,0.73
1375,28,0,26,161.0,54.0,26.7,60.21,0.5,20.83,0.73
1376,28,0,26,161.0,54.0,26.1,62.06,0.5,20.83,0.73
1377,28,0,26,161.0,54.0,24.4,56.96,-0.5,20.83,0.73
1378,28,0,26,161.0,54.0,24.8,59.59,0.0,20.83,0.73
1379,28,0,26,161.0,54.0,25.8,59.22,0.5,20.83,0.73
1380,28,0,26,161.0,54.0,24.3,55.83,0.0,20.83,0.73
1381,28,0,26,161.0,54.0,25.3,60.03,0.0,20.83,0.73
1382,28,0,26,161.0,54.0,24.9,59.26,0.0,20.83,0.73
1383,28,0,26,161.0,54.0,23.8,53.98,0.0,20.83,0.73
1384,28,0,26,161.0,54.0,23.7,53.59,0.0,20.83,0.73
1385,28,0,26,161.0,54.0,24.7,53.23,0.0,20.83,0.73
1386,28,0,26,161.0,54.0,26.9,50.93,0.0,20.83,0.73
1387,28,0,26,161.0,54.0,25.5,46.87,0.0,20.83,0.73
1388,28,0,26,160.0,54.0,27.0,47.27,0.5,20.83,0.73
1389,28,0,26,160.0,54.0,25.0,56.82,-0.5,20.83,0.73
1390,28,0,26,160.0,54.0,24.8,56.38,-1.0,20.83,0.73
1391,28,0,26,160.0,54.0,25.3,53.22,0.0,20.83,0.73
1392,28,0,26,160.0,54.0,25.1,53.52,-1.0,20.83,0.73
1393,28,0,26,160.0,54.0,26.8,56.98,0.5,20.83,0.73
1394,28,0,26,160.0,54.0,28.4,52.68,1.5,20.83,0.73
1395,28,0,26,161.0,54.0,26.5,48.19,0.0,20.83,0.73
1396,28,0,26,161.0,54.0,25.9,54.71,0.0,20.83,0.73
1397,28,0,26,161.0,54.0,26.4,48.58,0.0,20.83,0.73
1398,28,0,26,161.0,54.0,27.2,59.25,0.5,20.83,0.73
1399,28,0,26,161.0,54.0,25.3,49.58,0.0,20.83,0.73
1400,28,0,26,161.0,54.0,26.8,57.6,0.0,20.83,0.73
1401,28,0,26,161.0,54.0,27.0,62.99,-0.5,20.83,0.73
1402,28,0,26,161.0,54.0,26.5,53.89,0.0,20.83,0.73
1403,28,0,26,161.0,54.0,26.5,45.48,0.0,20.83,0.73
1404,28,0,26,161.0,54.0,26.5,45.19,0.0,20.83,0.73
1405,28,0,26,161.0,54.0,25.1,58.49,1.0,20.83,0.73
1406,28,0,26,161.0,54.0,23.5,54.33,-0.5,20.83,0.73
1407,29,0,24,162.0,51.0,25.7,59.99,-1.0,19.43,0.31
1408,29,0,24,162.0,51.0,24.2,60.21,2.0,19.43,0.31
1409,29,0,24,162.0,51.0,26.1,62.45,1.5,19.43,0.31
1410,29,0,24,162.0,51.0,24.2,59.6,-2.5,19.43,0.31
1411,29,0,24,162.0,51.0,25.9,61.23,-1.0,19.43,0.31
1412,29,0,24,162.0,51.0,25.6,57.84,0.0,19.43,0.31
1413,29,0,24,162.0,51.0,25.2,58.05,-1.5,19.43,0.31
1414,29,0,24,162.0,51.0,25.9,58.7,1.5,19.43,0.31
1415,29,0,24,162.0,51.0,24.5,55.85,-1.5,19.43,0.31
1416,29,0,24,162.0,51.0,24.3,54.02,-1.5,19.43,0.31
1417,29,0,24,162.0,51.0,23.5,53.67,-1.5,19.43,0.31
1418,29,0,24,162.0,51.0,23.5,54.37,-2.0,19.43,0.31
1419,29,0,24,162.0,51.0,27.0,59.31,-0.5,19.43,0.31
1420,29,0,24,162.0,51.0,27.1,58.46,-0.5,19.43,0.31
1421,29,0,24,162.0,51.0,27.8,56.75,0.0,19.43,0.31
1422,29,0,24,162.0,51.0,27.5,53.07,0.0,19.43,0.31
1423,29,0,24,162.0,51.0,27.0,52.23,-0.5,19.43,0.31
1424,29,0,24,162.0,51.0,25.0,59.63,-0.5,19.43,0.31
1425,29,0,24,162.0,51.0,24.4,62.82,-1.0,19.43,0.31
1426,29,0,24,162.0,51.0,24.5,58.32,0.0,19.43,0.31
1427,29,0,24,162.0,51.0,25.7,59.91,0.0,19.43,0.31
